State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL
19,328,00000,000000,0000,000000,DISTRICT,Jalpaiguri ,Urban,243311,1060351,545778,514573,110589,56732,53857,298887,153274,145613,41392,20833,20559,782476,424266,358210,277875,121512,156363
19,329,00000,000000,0000,000000,DISTRICT,Koch Bihar ,Total,665720,2819086,1451542,1367544,344645,176940,167705,1414336,728506,685830,18125,9388,8737,1850504,1028733,821771,968582,422809,545773
19,329,00000,000000,0000,000000,DISTRICT,Koch Bihar ,Rural,596027,2529652,1304916,1224736,319225,163815,155410,1350657,696254,654403,16872,8735,8137,1617223,906392,710831,912429,398524,513905
19,329,00000,000000,0000,000000,DISTRICT,Koch Bihar ,Urban,69693,289434,146626,142808,25420,13125,12295,63679,32252,31427,1253,653,600,233281,122341,110940,56153,24285,31868
19,330,00000,000000,0000,000000,DISTRICT,Uttar Dinajpur,Total,605674,3007134,1551066,1456068,485157,248402,236755,807950,418288,389662,162816,81831,80985,1489667,853495,636172,1517467,697571,819896
19,330,00000,000000,0000,000000,DISTRICT,Uttar Dinajpur,Rural,532383,2644906,1362469,1282437,442278,226473,215805,741154,383329,357825,158377,79631,78746,1233289,713641,519648,1411617,648828,762789
19,330,00000,000000,0000,000000,DISTRICT,Uttar Dinajpur,Urban,73291,362228,188597,173631,42879,21929,20950,66796,34959,31837,4439,2200,2239,256378,139854,116524,105850,48743,57107
19,331,00000,000000,0000,000000,DISTRICT,Dakshin Dinajpur,Total,396406,1676276,857199,819077,188135,96143,91992,482754,248312,234442,275366,138025,137341,1083685,596474,487211,592591,260725,331866
19,331,00000,000000,0000,000000,DISTRICT,Dakshin Dinajpur,Rural,339231,1439981,737771,702210,169507,86629,82878,440182,226420,213762,267913,134311,133602,890661,495597,395064,549320,242174,307146
19,331,00000,000000,0000,000000,DISTRICT,Dakshin Dinajpur,Urban,57175,236295,119428,116867,18628,9514,9114,42572,21892,20680,7453,3714,3739,193024,100877,92147,43271,18551,24720
19,332,00000,000000,0000,000000,DISTRICT,Maldah ,Total,846991,3988845,2051541,1937304,609040,312340,296700,835430,432744,402686,313984,157528,156456,2086432,1152019,934413,1902413,899522,1002891
19,332,00000,000000,0000,000000,DISTRICT,Maldah ,Rural,734207,3447185,1768336,1678849,530626,270666,259960,767492,396637,370855,307625,154156,153469,1731677,961409,770268,1715508,806927,908581
19,332,00000,000000,0000,000000,DISTRICT,Maldah ,Urban,112784,541660,283205,258455,78414,41674,36740,67938,36107,31831,6359,3372,2987,354755,190610,164145,186905,92595,94310
19,333,00000,000000,0000,000000,DISTRICT,Murshidabad ,Total,1570759,7103807,3627564,3476243,1013392,514876,498516,897534,460143,437391,91035,46163,44872,4055834,2177187,1878647,3047973,1450377,1597596
19,333,00000,000000,0000,000000,DISTRICT,Murshidabad ,Rural,1286200,5703115,2917822,2785293,812960,413144,399816,727721,373388,354333,86004,43527,42477,3193502,1713685,1479817,2509613,1204137,1305476
19,333,00000,000000,0000,000000,DISTRICT,Murshidabad ,Urban,284559,1400692,709742,690950,200432,101732,98700,169813,86755,83058,5031,2636,2395,862332,463502,398830,538360,246240,292120
19,334,00000,000000,0000,000000,DISTRICT,Birbhum,Total,817899,3502404,1790920,1711484,448485,228909,219576,1033140,529001,504139,242484,119787,122697,2158447,1201481,956966,1343957,589439,754518
19,334,00000,000000,0000,000000,DISTRICT,Birbhum,Rural,715476,3052956,1561976,1490980,401237,204477,196760,934054,478901,455153,232666,115022,117644,1832366,1025661,806705,1220590,536315,684275
19,334,00000,000000,0000,000000,DISTRICT,Birbhum,Urban,102423,449448,228944,220504,47248,24432,22816,99086,50100,48986,9818,4765,5053,326081,175820,150261,123367,53124,70243
19,335,00000,000000,0000,000000,DISTRICT,Barddhaman ,Total,1730927,7717563,3966889,3750674,832033,426385,405648,2115719,1079584,1036135,489447,243581,245866,5247208,2918040,2329168,2470355,1048849,1421506
19,335,00000,000000,0000,000000,DISTRICT,Barddhaman ,Rural,1071561,4639264,2373787,2265477,511969,260995,250974,1524133,776238,747895,379262,188349,190913,2998277,1671556,1326721,1640987,702231,938756
19,335,00000,000000,0000,000000,DISTRICT,Barddhaman ,Urban,659366,3078299,1593102,1485197,320064,165390,154674,591586,303346,288240,110185,55232,54953,2248931,1246484,1002447,829368,346618,482750
19,336,00000,000000,0000,000000,DISTRICT,Nadia ,Total,1232282,5167600,2653768,2513832,525180,267954,257226,1546917,798258,748659,140700,71142,69558,3480555,1878866,1601689,1687045,774902,912143
19,336,00000,000000,0000,000000,DISTRICT,Nadia ,Rural,883310,3728727,1921112,1807615,406080,206982,199098,1141341,590538,550803,120300,60954,59346,2354086,1281436,1072650,1374641,639676,734965
19,336,00000,000000,0000,000000,DISTRICT,Nadia ,Urban,348972,1438873,732656,706217,119100,60972,58128,405576,207720,197856,20400,10188,10212,1126469,597430,529039,312404,135226,177178
19,337,00000,000000,0000,000000,DISTRICT,North Twenty Four Parganas,Total,2348683,10009781,5119389,4890392,957973,489824,468149,2169084,1115458,1053626,264597,134179,130418,7608693,4056046,3552647,2401088,1063343,1337745
19,337,00000,000000,0000,000000,DISTRICT,North Twenty Four Parganas,Rural,993234,4277619,2196554,2081065,491418,250731,240687,1252699,646150,606549,196920,99676,97244,2929366,1593026,1336340,1348253,603528,744725
19,337,00000,000000,0000,000000,DISTRICT,North Twenty Four Parganas,Urban,1355449,5732162,2922835,2809327,466555,239093,227462,916385,469308,447077,67677,34503,33174,4679327,2463020,2216307,1052835,459815,593020
19,338,00000,000000,0000,000000,DISTRICT,Hugli ,Total,1287423,5519145,2814653,2704492,533210,273116,260094,1344021,680992,663029,229243,113249,115994,4078388,2211777,1866611,1440757,602876,837881
19,338,00000,000000,0000,000000,DISTRICT,Hugli ,Rural,781480,3390646,1722945,1667701,347916,178020,169896,1053739,532867,520872,211620,104347,107273,2389544,1309767,1079777,1001102,413178,587924
19,338,00000,000000,0000,000000,DISTRICT,Hugli ,Urban,505943,2128499,1091708,1036791,185294,95096,90198,290282,148125,142157,17623,8902,8721,1688844,902010,786834,439655,189698,249957
19,339,00000,000000,0000,000000,DISTRICT,Bankura ,Total,766902,3596674,1838095,1758579,418650,214846,203804,1174447,593440,581007,368690,183467,185223,2232992,1299337,933655,1363682,538758,824924
19,339,00000,000000,0000,000000,DISTRICT,Bankura ,Rural,701159,3296901,1685777,1611124,391728,201148,190580,1105653,559234,546419,365380,181734,183646,2002652,1174375,828277,1294249,511402,782847
19,339,00000,000000,0000,000000,DISTRICT,Bankura ,Urban,65743,299773,152318,147455,26922,13698,13224,68794,34206,34588,3310,1733,1577,230340,124962,105378,69433,27356,42077
19,340,00000,000000,0000,000000,DISTRICT,Puruliya,Total,567824,2930115,1496996,1433119,410227,210003,200224,567767,290789,276978,540652,271803,268849,1624905,1002058,622847,1305210,494938,810272
19,340,00000,000000,0000,000000,DISTRICT,Puruliya,Rural,495836,2556801,1304208,1252593,365161,186695,178466,490517,251410,239107,531822,267382,264440,1374860,858620,516240,1181941,445588,736353
19,340,00000,000000,0000,000000,DISTRICT,Puruliya,Urban,71988,373314,192788,180526,45066,23308,21758,77250,39379,37871,8830,4421,4409,250045,143438,106607,123269,49350,73919
19,341,00000,000000,0000,000000,DISTRICT,Haora ,Total,1061336,4850029,2500819,2349210,522802,266472,256330,718951,367053,351898,15094,7761,7333,3605206,1942824,1662382,1244823,557995,686828
19,341,00000,000000,0000,000000,DISTRICT,Haora ,Rural,391434,1775885,909519,866366,205158,104382,100776,407815,207531,200284,4025,2075,1950,1256266,682352,573914,519619,227167,292452
19,341,00000,000000,0000,000000,DISTRICT,Haora ,Urban,669902,3074144,1591300,1482844,317644,162090,155554,311136,159522,151614,11069,5686,5383,2348940,1260472,1088468,725204,330828,394376
19,342,00000,000000,0000,000000,DISTRICT,Kolkata,Total,1024928,4496694,2356766,2139928,339323,175564,163759,241932,128053,113879,10684,5729,4955,3588137,1926915,1661222,908557,429851,478706
19,342,00000,000000,0000,000000,DISTRICT,Kolkata,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,342,00000,000000,0000,000000,DISTRICT,Kolkata,Urban,1024928,4496694,2356766,2139928,339323,175564,163759,241932,128053,113879,10684,5729,4955,3588137,1926915,1661222,908557,429851,478706
19,343,00000,000000,0000,000000,DISTRICT,South Twenty Four Parganas,Total,1781221,8161961,4173778,3988183,1025679,522552,503127,2464032,1266504,1197528,96976,49195,47781,5531657,3043277,2488380,2630304,1130501,1499803
19,343,00000,000000,0000,000000,DISTRICT,South Twenty Four Parganas,Rural,1298259,6074188,3109219,2964969,806415,410498,395917,2062297,1061324,1000973,89889,45554,44335,3986878,2216852,1770026,2087310,892367,1194943
19,343,00000,000000,0000,000000,DISTRICT,South Twenty Four Parganas,Urban,482962,2087773,1064559,1023214,219264,112054,107210,401735,205180,196555,7087,3641,3446,1544779,826425,718354,542994,238134,304860
19,344,00000,000000,0000,000000,DISTRICT,Paschim Medinipur,Total,1301610,5913457,3007885,2905572,685012,349031,335981,1128269,570125,558144,880015,439831,440184,4078412,2266913,1811499,1835045,740972,1094073
19,344,00000,000000,0000,000000,DISTRICT,Paschim Medinipur,Rural,1142875,5190771,2641721,2549050,616836,314452,302384,1034177,523162,511015,853031,426541,426490,3515817,1967008,1548809,1674954,674713,1000241
19,344,00000,000000,0000,000000,DISTRICT,Paschim Medinipur,Urban,158735,722686,366164,356522,68176,34579,33597,94092,46963,47129,26984,13290,13694,562595,299905,262690,160091,66259,93832
19,345,00000,000000,0000,000000,DISTRICT,Purba Medinipur,Total,1114170,5095875,2629834,2466041,587654,301989,285665,745434,383718,361716,27952,14196,13756,3923194,2149073,1774121,1172681,480761,691920
19,345,00000,000000,0000,000000,DISTRICT,Purba Medinipur,Rural,988784,4503161,2322562,2180599,524312,269634,254678,677263,348478,328785,24028,12110,11918,3454187,1893682,1560505,1048974,428880,620094
19,345,00000,000000,0000,000000,DISTRICT,Purba Medinipur,Urban,125386,592714,307272,285442,63342,32355,30987,68171,35240,32931,3924,2086,1838,469007,255391,213616,123707,51881,71826
20,000,00000,000000,0000,000000,STATE,JHARKHAND,Total,6254781,32988134,16930315,16057819,5389495,2767147,2622348,3985644,2043458,1942186,8645042,4315407,4329635,18328069,10882519,7445550,14660065,6047796,8612269
20,000,00000,000000,0000,000000,STATE,JHARKHAND,Rural,4729369,25055073,12776486,12278587,4367507,2231494,2136013,3152863,1612513,1540350,7868150,3928323,3939827,12643078,7682731,4960347,12411995,5093755,7318240
20,000,00000,000000,0000,000000,STATE,JHARKHAND,Urban,1525412,7933061,4153829,3779232,1021988,535653,486335,832781,430945,401836,776892,387084,389808,5684991,3199788,2485203,2248070,954041,1294029
20,346,00000,000000,0000,000000,DISTRICT,Garhwa ,Total,254697,1322784,683575,639209,239664,122305,117359,319946,165313,154633,205874,104499,101375,653476,405161,248315,669308,278414,390894
20,346,00000,000000,0000,000000,DISTRICT,Garhwa ,Rural,241464,1253114,646947,606167,229136,116898,112238,308843,159417,149426,203918,103494,100424,607528,378452,229076,645586,268495,377091
20,346,00000,000000,0000,000000,DISTRICT,Garhwa ,Urban,13233,69670,36628,33042,10528,5407,5121,11103,5896,5207,1956,1005,951,45948,26709,19239,23722,9919,13803
20,347,00000,000000,0000,000000,DISTRICT,Chatra,Total,182271,1042886,533935,508951,195321,99312,96009,340553,172668,167885,45563,23141,22422,510061,303902,206159,532825,230033,302792
20,347,00000,000000,0000,000000,DISTRICT,Chatra,Rural,171296,979932,500211,479721,186068,94540,91528,332431,168424,164007,44298,22448,21850,466597,278745,187852,513335,221466,291869
20,347,00000,000000,0000,000000,DISTRICT,Chatra,Urban,10975,62954,33724,29230,9253,4772,4481,8122,4244,3878,1265,693,572,43464,25157,18307,19490,8567,10923
20,348,00000,000000,0000,000000,DISTRICT,Kodarma,Total,116155,716259,367222,349037,132375,67916,64459,109003,55346,53657,6903,3594,3309,390249,238780,151469,326010,128442,197568
20,348,00000,000000,0000,000000,DISTRICT,Kodarma,Rural,91693,575013,293595,281418,110025,56294,53731,93885,47509,46376,6152,3210,2942,296147,184511,111636,278866,109084,169782
20,348,00000,000000,0000,000000,DISTRICT,Kodarma,Urban,24462,141246,73627,67619,22350,11622,10728,15118,7837,7281,751,384,367,94102,54269,39833,47144,19358,27786
20,349,00000,000000,0000,000000,DISTRICT,Giridih,Total,396521,2445474,1258098,1187376,460251,237056,223195,325493,166447,159046,238188,120646,117542,1253475,783736,469739,1191999,474362,717637
20,349,00000,000000,0000,000000,DISTRICT,Giridih,Rural,360709,2237450,1149608,1087842,428388,220351,208037,301327,154039,147288,235170,119085,116085,1113513,705100,408413,1123937,444508,679429
20,349,00000,000000,0000,000000,DISTRICT,Giridih,Urban,35812,208024,108490,99534,31863,16705,15158,24166,12408,11758,3018,1561,1457,139962,78636,61326,68062,29854,38208
20,350,00000,000000,0000,000000,DISTRICT,Deoghar,Total,264347,1492073,775022,717051,268453,137658,130795,190036,98295,91741,180962,91012,89950,793538,489837,303701,698535,285185,413350
20,350,00000,000000,0000,000000,DISTRICT,Deoghar,Rural,217783,1233712,638136,595576,233712,119310,114402,159077,82050,77027,176140,88616,87524,604892,382872,222020,628820,255264,373556
20,350,00000,000000,0000,000000,DISTRICT,Deoghar,Urban,46564,258361,136886,121475,34741,18348,16393,30959,16245,14714,4822,2396,2426,188646,106965,81681,69715,29921,39794
20,351,00000,000000,0000,000000,DISTRICT,Godda,Total,253648,1313551,677927,635624,241784,123368,118416,115567,59835,55732,279208,138510,140698,604519,376212,228307,709032,301715,407317
20,351,00000,000000,0000,000000,DISTRICT,Godda,Rural,241815,1249132,643907,605225,232349,118423,113926,111055,57502,53553,276785,137352,139433,559346,350710,208636,689786,293197,396589
20,351,00000,000000,0000,000000,DISTRICT,Godda,Urban,11833,64419,34020,30399,9435,4945,4490,4512,2333,2179,2423,1158,1265,45173,25502,19671,19246,8518,10728
20,352,00000,000000,0000,000000,DISTRICT,Sahibganj,Total,227023,1150567,589391,561176,221955,113220,108735,72341,37317,35024,308343,153435,154908,483263,287303,195960,667304,302088,365216
20,352,00000,000000,0000,000000,DISTRICT,Sahibganj,Rural,196056,990901,505892,485009,196990,100386,96604,57490,29560,27930,301930,150205,151725,384659,231109,153550,606242,274783,331459
20,352,00000,000000,0000,000000,DISTRICT,Sahibganj,Urban,30967,159666,83499,76167,24965,12834,12131,14851,7757,7094,6413,3230,3183,98604,56194,42410,61062,27305,33757
20,353,00000,000000,0000,000000,DISTRICT,Pakur,Total,182317,900422,452661,447761,177623,89935,87688,28469,14352,14117,379054,186967,192087,352881,206989,145892,547541,245672,301869
20,353,00000,000000,0000,000000,DISTRICT,Pakur,Rural,168906,832910,418251,414659,166244,84221,82023,25177,12698,12479,376390,185652,190738,315553,186532,129021,517357,231719,285638
20,353,00000,000000,0000,000000,DISTRICT,Pakur,Urban,13411,67512,34410,33102,11379,5714,5665,3292,1654,1638,2664,1315,1349,37328,20457,16871,30184,13953,16231
20,354,00000,000000,0000,000000,DISTRICT,Dhanbad,Total,507064,2684487,1405956,1278531,373394,194879,178515,437309,226362,210947,233119,117256,115863,1722204,1014950,707254,962283,391006,571277
20,354,00000,000000,0000,000000,DISTRICT,Dhanbad,Rural,211024,1124093,581956,542137,171670,88786,82884,163090,83786,79304,198079,99381,98698,649255,397144,252111,474838,184812,290026
20,354,00000,000000,0000,000000,DISTRICT,Dhanbad,Urban,296040,1560394,824000,736394,201724,106093,95631,274219,142576,131643,35040,17875,17165,1072949,617806,455143,487445,206194,281251
20,355,00000,000000,0000,000000,DISTRICT,Bokaro,Total,394918,2062330,1072807,989523,293786,152803,140983,299227,154297,144930,255626,129233,126393,1273520,759088,514432,788810,313719,475091
20,355,00000,000000,0000,000000,DISTRICT,Bokaro,Rural,206148,1078686,554954,523732,169694,87270,82424,175690,90291,85399,182223,92118,90105,577178,357363,219815,501508,197591,303917
20,355,00000,000000,0000,000000,DISTRICT,Bokaro,Urban,188770,983644,517853,465791,124092,65533,58559,123537,64006,59531,73403,37115,36288,696342,401725,294617,287302,116128,171174
20,356,00000,000000,0000,000000,DISTRICT,Lohardaga,Total,88638,461790,232629,229161,77649,39412,38237,15330,7862,7468,262734,130814,131920,259707,149568,110139,202083,83061,119022
20,356,00000,000000,0000,000000,DISTRICT,Lohardaga,Rural,77536,404379,203255,201124,69791,35332,34459,13035,6680,6355,248472,123926,124546,217404,126853,90551,186975,76402,110573
20,356,00000,000000,0000,000000,DISTRICT,Lohardaga,Urban,11102,57411,29374,28037,7858,4080,3778,2295,1182,1113,14262,6888,7374,42303,22715,19588,15108,6659,8449
20,357,00000,000000,0000,000000,DISTRICT,Purbi Singhbhum,Total,476931,2293919,1176902,1117017,296626,154229,142397,111414,56147,55267,653923,325989,327934,1507699,856526,651173,786220,320376,465844
20,357,00000,000000,0000,000000,DISTRICT,Purbi Singhbhum,Rural,218160,1019328,514498,504830,147492,75554,71938,44771,22363,22408,515214,256760,258454,547997,327892,220105,471331,186606,284725
20,357,00000,000000,0000,000000,DISTRICT,Purbi Singhbhum,Urban,258771,1274591,662404,612187,149134,78675,70459,66643,33784,32859,138709,69229,69480,959702,528634,431068,314889,133770,181119
20,358,00000,000000,0000,000000,DISTRICT,Palamu,Total,358754,1939869,1006302,933567,329728,169543,160185,536382,277119,259263,181208,92577,88631,1024563,621706,402857,915306,384596,530710
20,358,00000,000000,0000,000000,DISTRICT,Palamu,Rural,318828,1713866,887551,826315,298338,153161,145177,503315,259749,243566,177852,90870,86982,867814,532569,335245,846052,354982,491070
20,358,00000,000000,0000,000000,DISTRICT,Palamu,Urban,39926,226003,118751,107252,31390,16382,15008,33067,17370,15697,3356,1707,1649,156749,89137,67612,69254,29614,39640
20,359,00000,000000,0000,000000,DISTRICT,Latehar,Total,133381,726978,369666,357312,137699,69971,67728,154910,78266,76644,331096,166427,164669,350682,209706,140976,376296,159960,216336
20,359,00000,000000,0000,000000,DISTRICT,Latehar,Rural,123316,675120,342566,332554,129917,65927,63990,146213,73813,72400,324023,162958,161065,316158,190161,125997,358962,152405,206557
20,359,00000,000000,0000,000000,DISTRICT,Latehar,Urban,10065,51858,27100,24758,7782,4044,3738,8697,4453,4244,7073,3469,3604,34524,19545,14979,17334,7555,9779
20,360,00000,000000,0000,000000,DISTRICT,Hazaribagh,Total,304749,1734495,890881,843614,281863,145821,136042,303515,155013,148502,121768,60796,60972,1013249,596113,417136,721246,294768,426478
20,360,00000,000000,0000,000000,DISTRICT,Hazaribagh,Rural,255451,1459188,746934,712254,246642,127467,119175,272868,139157,133711,107553,53800,53753,808009,482336,325673,651179,264598,386581
20,360,00000,000000,0000,000000,DISTRICT,Hazaribagh,Urban,49298,275307,143947,131360,35221,18354,16867,30647,15856,14791,14215,6996,7219,205240,113777,91463,70067,30170,39897
20,361,00000,000000,0000,000000,DISTRICT,Ramgarh,Total,179375,949443,494230,455213,134226,69661,64565,106356,54986,51370,201166,101901,99265,596497,350031,246466,352946,144199,208747
20,361,00000,000000,0000,000000,DISTRICT,Ramgarh,Rural,98829,530488,272167,258321,79756,41044,38712,50227,25853,24374,144484,73082,71402,301206,179912,121294,229282,92255,137027
20,361,00000,000000,0000,000000,DISTRICT,Ramgarh,Urban,80546,418955,222063,196892,54470,28617,25853,56129,29133,26996,56682,28819,27863,295291,170119,125172,123664,51944,71720
20,362,00000,000000,0000,000000,DISTRICT,Dumka,Total,275019,1321442,668514,652928,219449,111641,107808,79614,40802,38812,571077,282125,288952,672409,406275,266134,649033,262239,386794
20,362,00000,000000,0000,000000,DISTRICT,Dumka,Rural,257610,1231264,620928,610336,207804,105570,102234,71695,36714,34981,565629,279275,286354,606660,369261,237399,624604,251667,372937
20,362,00000,000000,0000,000000,DISTRICT,Dumka,Urban,17409,90178,47586,42592,11645,6071,5574,7919,4088,3831,5448,2850,2598,65749,37014,28735,24429,10572,13857
20,363,00000,000000,0000,000000,DISTRICT,Jamtara,Total,155275,791042,404830,386212,130993,67051,63942,72885,37212,35673,240489,120035,120454,426312,258260,168052,364730,146570,218160
20,363,00000,000000,0000,000000,DISTRICT,Jamtara,Rural,140311,715296,365043,350253,121244,61975,59269,63026,32105,30921,236962,118262,118700,371784,227285,144499,343512,137758,205754
20,363,00000,000000,0000,000000,DISTRICT,Jamtara,Urban,14964,75746,39787,35959,9749,5076,4673,9859,5107,4752,3527,1773,1754,54528,30975,23553,21218,8812,12406
20,364,00000,000000,0000,000000,DISTRICT,Ranchi,Total,569444,2914253,1494937,1419316,401214,207029,194185,152943,78613,74330,1042016,520582,521434,1911433,1085244,826189,1002820,409693,593127
20,364,00000,000000,0000,000000,DISTRICT,Ranchi,Rural,326235,1656918,840528,816390,250753,127908,122845,84270,43088,41182,789838,395718,394120,953472,560352,393120,703446,280176,423270
20,364,00000,000000,0000,000000,DISTRICT,Ranchi,Urban,243209,1257335,654409,602926,150461,79121,71340,68673,35525,33148,252178,124864,127314,957961,524892,433069,299374,129517,169857
20,365,00000,000000,0000,000000,DISTRICT,Khunti,Total,103700,531885,266335,265550,86292,43947,42345,24037,12223,11814,389626,193710,195916,284575,164741,119834,247310,101594,145716
20,365,00000,000000,0000,000000,DISTRICT,Khunti,Rural,94645,486903,243494,243409,80544,40974,39570,21223,10799,10424,371469,184910,186559,251733,147000,104733,235170,96494,138676
20,365,00000,000000,0000,000000,DISTRICT,Khunti,Urban,9055,44982,22841,22141,5748,2973,2775,2814,1424,1390,18157,8800,9357,32842,17741,15101,12140,5100,7040
20,366,00000,000000,0000,000000,DISTRICT,Gumla,Total,188988,1025213,514390,510823,173647,88472,85175,32459,16446,16013,706754,352514,354240,559720,321795,237925,465493,192595,272898
20,366,00000,000000,0000,000000,DISTRICT,Gumla,Rural,176633,960132,481135,478997,165197,84100,81097,29506,14880,14626,682789,340901,341888,510005,295167,214838,450127,185968,264159
20,366,00000,000000,0000,000000,DISTRICT,Gumla,Urban,12355,65081,33255,31826,8450,4372,4078,2953,1566,1387,23965,11613,12352,49715,26628,23087,15366,6627,8739
20,367,00000,000000,0000,000000,DISTRICT,Simdega,Total,118288,599578,300309,299269,94414,47962,46452,44674,22150,22524,424407,211546,212861,343483,191991,151492,256095,108318,147777
20,367,00000,000000,0000,000000,DISTRICT,Simdega,Rural,110036,556634,278425,278209,88993,45218,43775,42751,21196,21555,404487,201913,202574,311416,174914,136502,245218,103511,141707
20,367,00000,000000,0000,000000,DISTRICT,Simdega,Urban,8252,42944,21884,21060,5421,2744,2677,1923,954,969,19920,9633,10287,32067,17077,14990,10877,4807,6070
20,368,00000,000000,0000,000000,DISTRICT,Pashchimi Singhbhum,Total,302046,1502338,749385,752953,261493,131836,129657,56986,28144,28842,1011296,500949,510347,727561,439273,288288,774777,310112,464665
20,368,00000,000000,0000,000000,DISTRICT,Pashchimi Singhbhum,Rural,257294,1284304,637657,646647,234093,117879,116214,38215,18916,19299,953106,472040,481066,570404,351945,218459,713900,285712,428188
20,368,00000,000000,0000,000000,DISTRICT,Pashchimi Singhbhum,Urban,44752,218034,111728,106306,27400,13957,13443,18771,9228,9543,58190,28909,29281,157157,87328,69829,60877,24400,36477
20,369,00000,000000,0000,000000,DISTRICT,Saraikela-Kharsawan,Total,221232,1065056,544411,520645,159596,82120,77476,56195,28243,27952,374642,187149,187493,612993,365332,247661,452063,179079,272984
20,369,00000,000000,0000,000000,DISTRICT,Saraikela-Kharsawan,Rural,167591,806310,408848,397462,122667,62906,59761,43683,21924,21759,345187,172347,172840,434348,264546,169802,371962,144302,227660
20,369,00000,000000,0000,000000,DISTRICT,Saraikela-Kharsawan,Urban,53641,258746,135563,123183,36929,19214,17715,12512,6319,6193,29455,14802,14653,178645,100786,77859,80101,34777,45324
21,000,00000,000000,0000,000000,STATE,ODISHA,Total,9637820,41974218,21212136,20762082,5273194,2716497,2556697,7188463,3617808,3570655,9590756,4727732,4863024,26742595,15089681,11652914,15231623,6122455,9109168
21,000,00000,000000,0000,000000,STATE,ODISHA,Rural,8089987,34970562,17586203,17384359,4525870,2325832,2200038,6218642,3127719,3090923,8994967,4428522,4566445,21377915,12154552,9223363,13592647,5431651,8160996
21,000,00000,000000,0000,000000,STATE,ODISHA,Urban,1547833,7003656,3625933,3377723,747324,390665,356659,969821,490089,479732,595789,299210,296579,5364680,2935129,2429551,1638976,690804,948172
21,370,00000,000000,0000,000000,DISTRICT,Bargarh,Total,370308,1481255,749161,732094,162922,83267,79655,298780,150420,148360,281135,140542,140593,983783,557217,426566,497472,191944,305528
21,370,00000,000000,0000,000000,DISTRICT,Bargarh,Rural,336130,1331145,672603,658542,146333,74709,71624,269396,135660,133736,270996,135586,135410,869172,494987,374185,461973,177616,284357
21,370,00000,000000,0000,000000,DISTRICT,Bargarh,Urban,34178,150110,76558,73552,16589,8558,8031,29384,14760,14624,10139,4956,5183,114611,62230,52381,35499,14328,21171
21,371,00000,000000,0000,000000,DISTRICT,Jharsuguda,Total,136061,579505,296690,282815,64794,33341,31453,104620,52580,52040,176758,88273,88485,405879,228092,177787,173626,68598,105028
21,371,00000,000000,0000,000000,DISTRICT,Jharsuguda,Rural,84287,348340,176162,172178,37295,19023,18272,68740,34397,34343,140117,69951,70166,234962,132448,102514,113378,43714,69664
21,371,00000,000000,0000,000000,DISTRICT,Jharsuguda,Urban,51774,231165,120528,110637,27499,14318,13181,35880,18183,17697,36641,18322,18319,170917,95644,75273,60248,24884,35364
21,372,00000,000000,0000,000000,DISTRICT,Sambalpur,Total,249597,1041099,526877,514222,117848,60744,57104,191827,96511,95316,355261,177565,177696,703691,393192,310499,337408,133685,203723
21,372,00000,000000,0000,000000,DISTRICT,Sambalpur,Rural,179411,733006,368692,364314,84408,43170,41238,134729,67886,66843,318413,158927,159486,470897,266228,204669,262109,102464,159645
21,372,00000,000000,0000,000000,DISTRICT,Sambalpur,Urban,70186,308093,158185,149908,33440,17574,15866,57098,28625,28473,36848,18638,18210,232794,126964,105830,75299,31221,44078
21,373,00000,000000,0000,000000,DISTRICT,Debagarh,Total,75452,312520,158230,154290,39917,20718,19199,52112,26343,25769,110400,55126,55274,197819,112649,85170,114701,45581,69120
21,373,00000,000000,0000,000000,DISTRICT,Debagarh,Rural,70058,290130,146666,143464,37332,19378,17954,48246,24428,23818,104956,52324,52632,181300,103536,77764,108830,43130,65700
21,373,00000,000000,0000,000000,DISTRICT,Debagarh,Urban,5394,22390,11564,10826,2585,1340,1245,3866,1915,1951,5444,2802,2642,16519,9113,7406,5871,2451,3420
21,374,00000,000000,0000,000000,DISTRICT,Sundargarh,Total,479109,2093437,1061147,1032290,263160,135204,127956,191660,96465,95195,1062349,526856,535493,1342322,750147,592175,751115,311000,440115
21,374,00000,000000,0000,000000,DISTRICT,Sundargarh,Rural,312497,1355340,676068,679272,181482,92292,89190,115853,57762,58091,908475,450276,458199,782147,441493,340654,573193,234575,338618
21,374,00000,000000,0000,000000,DISTRICT,Sundargarh,Urban,166612,738097,385079,353018,81678,42912,38766,75807,38703,37104,153874,76580,77294,560175,308654,251521,177922,76425,101497
21,375,00000,000000,0000,000000,DISTRICT,Kendujhar,Total,405272,1801733,906487,895246,259403,131885,127518,209357,104684,104673,818878,405927,412951,1052518,605119,447399,749215,301368,447847
21,375,00000,000000,0000,000000,DISTRICT,Kendujhar,Rural,348448,1548674,774667,774007,224941,114111,110830,172913,86283,86630,759937,376255,383682,880689,507316,373373,667985,267351,400634
21,375,00000,000000,0000,000000,DISTRICT,Kendujhar,Urban,56824,253059,131820,121239,34462,17774,16688,36444,18401,18043,58941,29672,29269,171829,97803,74026,81230,34017,47213
