Date,Open,High,Low,Close,Adj Close,Volume
2019-10-29,258.489990,261.089996,257.950012,258.489990,256.992371,953200
2019-10-30,259.760010,261.670013,258.239990,260.290009,258.781952,1665800
2019-10-31,260.140015,261.570007,257.140015,257.500000,256.008118,890100
2019-11-01,259.910004,260.880005,256.239990,256.480011,254.994034,1108700
2019-11-04,258.170013,258.609985,253.779999,254.059998,252.588043,1410900
2019-11-05,254.399994,255.630005,250.410004,253.160004,251.693253,1918900
2019-11-06,253.250000,255.330002,251.990005,253.419998,251.951752,1430600
2019-11-07,253.000000,260.970001,252.789993,259.350006,257.847382,1401400
2019-11-08,258.519989,259.510010,255.440002,256.850006,255.361877,1357200
2019-11-11,255.649994,259.399994,255.470001,258.029999,256.535034,963900
2019-11-12,258.649994,262.369995,258.000000,259.980011,258.473755,1227800
2019-11-13,259.779999,262.929993,259.000000,261.750000,260.233490,1242800
2019-11-14,261.440002,264.970001,260.549988,264.779999,263.245941,974300
2019-11-15,266.350006,266.899994,263.859985,266.049988,264.508575,1484300
2019-11-18,266.959991,268.730011,264.040009,268.399994,266.844940,1945000
2019-11-19,269.850006,272.519989,267.959991,272.260010,270.682617,1334100
2019-11-20,271.410004,274.589996,270.540009,273.480011,271.895538,1448800
2019-11-21,275.109985,275.700012,269.549988,271.149994,269.579010,1308100
2019-11-22,267.920013,270.000000,255.250000,259.809998,258.304749,4071600
2019-11-25,260.859985,261.010010,256.339996,257.070007,255.580612,2428600
2019-11-26,257.410004,266.500000,257.000000,265.880005,264.339600,2081500
2019-11-27,267.279999,267.589996,260.690002,262.149994,260.631165,1164200
2019-11-29,261.339996,262.420013,258.339996,258.890015,257.390106,721500
2019-12-02,259.109985,259.929993,252.649994,256.549988,255.063583,1486200
2019-12-03,253.190002,256.369995,252.360001,253.679993,252.210236,1302400
2019-12-04,255.369995,255.580002,252.940002,254.250000,252.776947,1526100
2019-12-05,254.779999,255.679993,252.160004,253.779999,252.309677,1248700
2019-12-06,254.770004,256.290009,253.729996,256.179993,254.695770,1029400
2019-12-09,256.000000,256.880005,255.410004,255.770004,254.288132,1086900
2019-12-10,256.070007,256.869995,252.139999,252.320007,250.858139,975400
2019-12-11,254.139999,255.610001,247.800003,251.899994,250.440567,1588900
2019-12-12,251.369995,255.690002,250.020004,252.750000,251.285645,1102300
2019-12-13,252.559998,260.660004,250.029999,259.640015,258.135742,1965200
2019-12-16,260.779999,264.119995,260.750000,263.500000,261.973328,1948500
2019-12-17,265.000000,265.000000,259.140015,260.399994,258.891296,1778700
2019-12-18,261.269989,264.260010,260.000000,263.200012,261.675079,1453400
2019-12-19,263.040009,264.559998,262.369995,264.049988,262.520172,1352900
2019-12-20,265.839996,267.470001,264.429993,267.100006,265.552490,2361500
2019-12-23,268.029999,268.950012,266.220001,266.279999,264.737244,1411500
2019-12-24,266.600006,267.209991,264.290009,264.329987,262.798523,417100
2019-12-26,264.440002,267.899994,264.380005,266.869995,265.323822,691600
2019-12-27,267.459991,267.459991,264.489990,267.059998,265.512756,637900
2019-12-30,267.160004,267.880005,262.420013,262.839996,261.317169,995500
2019-12-31,262.700012,264.049988,260.359985,261.929993,260.412445,1007900
2020-01-02,261.079987,266.600006,261.079987,266.160004,264.617950,1124500
2020-01-03,261.609985,265.369995,261.440002,264.380005,262.848236,798500
2020-01-06,261.890015,266.630005,261.769989,266.410004,264.866486,1026100
2020-01-07,266.809998,267.519989,265.350006,266.470001,264.926147,915100
2020-01-08,268.000000,274.769989,266.799988,272.880005,271.299011,1373900
2020-01-09,274.000000,277.269989,273.570007,274.899994,273.839142,1076300
2020-01-10,276.489990,276.500000,273.829987,275.250000,274.187805,1127400
2020-01-13,276.329987,277.850006,274.829987,276.040009,274.974762,1697600
2020-01-14,275.630005,276.309998,272.089996,272.679993,271.627716,1216400
2020-01-15,273.820007,276.079987,272.609985,273.000000,271.946472,1147300
2020-01-16,274.640015,276.890015,273.309998,276.869995,275.801575,834700
2020-01-17,278.489990,283.000000,276.350006,282.850006,281.758484,2172700
2020-01-21,281.809998,285.260010,281.540009,285.010010,283.910156,1636000
2020-01-22,286.130005,291.489990,285.880005,290.279999,289.159790,2611200
2020-01-23,289.730011,292.679993,288.359985,288.579987,287.466339,1659500
2020-01-24,290.000000,293.000000,287.260010,288.079987,286.968262,1089900
2020-01-27,281.480011,285.980011,281.010010,283.760010,282.664978,881200
2020-01-28,284.410004,288.529999,282.940002,288.160004,287.048004,840900
2020-01-29,289.339996,289.739990,283.890015,285.920013,284.816650,858100
2020-01-30,284.190002,286.839996,282.450012,286.630005,285.523926,785000
2020-01-31,285.799988,286.480011,279.750000,280.380005,279.298004,1268800
2020-02-03,283.570007,285.769989,281.470001,282.799988,281.708679,1042000
2020-02-04,287.160004,292.799988,284.450012,290.920013,289.797363,1345700
2020-02-05,298.820007,298.820007,286.619995,289.809998,288.691620,1060700
2020-02-06,291.850006,294.329987,289.809998,294.209991,293.074615,1000700
2020-02-07,293.170013,295.769989,291.100006,294.709991,293.572693,921600
2020-02-10,295.049988,298.019989,294.089996,297.739990,296.591003,1139800
2020-02-11,299.899994,299.959991,296.500000,296.920013,295.774200,903500
2020-02-12,297.000000,298.869995,294.630005,298.649994,297.497498,792300
2020-02-13,297.290009,300.549988,296.850006,297.839996,296.690613,721200
2020-02-14,298.559998,304.440002,297.459991,304.290009,303.115753,855300
2020-02-18,303.950012,304.829987,302.019989,303.570007,302.398529,888200
2020-02-19,305.500000,306.890015,304.399994,305.609985,304.430664,791600
2020-02-20,304.390015,306.190002,297.489990,301.239990,300.077515,900900
2020-02-21,300.600006,303.989990,295.369995,297.570007,296.421661,1173200
2020-02-24,288.440002,292.700012,278.010010,286.429993,285.324677,1996800
2020-02-25,297.549988,301.640015,283.570007,284.799988,283.700958,3430400
2020-02-26,286.279999,290.929993,278.670013,280.089996,279.009155,2449200
2020-02-27,274.260010,278.589996,268.399994,268.769989,267.732819,2246700
2020-02-28,259.619995,266.119995,255.589996,265.850006,264.824066,2899400
2020-03-02,266.720001,281.329987,263.730011,281.179993,280.094940,2520500
2020-03-03,280.959991,284.660004,264.179993,268.239990,267.204865,2015100
2020-03-04,274.220001,286.519989,270.519989,285.549988,284.448059,2551100
2020-03-05,276.140015,290.220001,275.140015,287.179993,286.071777,2418800
2020-03-06,276.450012,281.809998,268.140015,276.179993,275.114197,1913900
2020-03-09,258.260010,269.230011,250.000000,260.040009,259.036499,2138600
2020-03-10,270.109985,270.109985,257.970001,269.660004,268.619385,2541500
2020-03-11,263.920013,266.290009,256.079987,261.119995,260.112335,1848500
2020-03-12,245.089996,257.980011,235.960007,237.940002,237.021790,3430300
2020-03-13,250.000000,261.399994,235.000000,261.250000,260.241852,2399200
2020-03-16,232.000000,244.990005,222.380005,223.429993,222.567780,2642500
2020-03-17,228.509995,240.779999,216.179993,239.169998,238.247040,2901100
2020-03-18,226.039993,232.270004,215.070007,225.070007,224.201462,2102400
2020-03-19,224.360001,224.990005,210.520004,215.889999,215.056885,2340900
2020-03-20,217.729996,219.229996,199.389999,201.839996,201.061096,3858400
2020-03-23,202.339996,202.339996,187.679993,194.720001,193.968582,3415600
2020-03-24,206.160004,235.559998,204.339996,233.820007,232.917694,3329600
2020-03-25,229.779999,240.740005,223.539993,232.580002,231.682480,2505000
2020-03-26,234.550003,249.669998,228.509995,248.389999,247.431473,2245400
2020-03-27,240.000000,247.539993,226.679993,229.690002,228.803619,2143700
2020-03-30,236.990005,240.440002,233.229996,238.050003,237.131378,1321100
2020-03-31,236.289993,238.419998,229.619995,230.000000,229.112442,1698100
2020-04-01,224.050003,228.850006,216.070007,218.119995,217.278275,1646700
2020-04-02,216.100006,228.339996,215.550003,225.220001,224.350891,1584400
2020-04-03,223.850006,225.220001,216.800003,218.389999,217.547226,1553400
2020-04-06,231.729996,241.690002,227.169998,240.119995,239.193375,2535600
2020-04-07,247.619995,248.979996,239.020004,239.759995,238.834747,1466200
2020-04-08,241.460007,247.860001,240.380005,245.929993,244.980957,1223200
2020-04-09,246.809998,254.940002,245.869995,252.100006,251.669510,1646900
2020-04-13,250.710007,252.770004,244.559998,250.089996,249.662933,1298900
2020-04-14,257.179993,262.350006,252.660004,261.320007,260.873779,1817900
2020-04-15,256.950012,257.470001,250.729996,251.960007,251.529755,1198400
2020-04-16,256.149994,259.470001,251.839996,257.440002,257.000397,1087700
2020-04-17,264.730011,267.329987,259.010010,265.359985,264.906860,1423600
2020-04-20,260.489990,267.920013,260.329987,264.000000,263.549194,1297300
2020-04-21,259.480011,260.880005,246.419998,249.149994,248.724548,1525800
2020-04-22,254.910004,265.910004,252.009995,263.850006,263.399445,1258600
2020-04-23,263.029999,267.799988,256.980011,258.059998,257.619324,1309200
2020-04-24,260.179993,264.839996,256.579987,263.660004,263.209778,1069900
2020-04-27,267.429993,273.079987,265.220001,271.829987,271.365814,941200
2020-04-28,273.339996,276.980011,265.779999,266.309998,265.855255,1000000
2020-04-29,269.910004,274.940002,267.690002,273.429993,272.963074,1132400
2020-04-30,272.760010,275.100006,268.220001,269.809998,269.349274,1410400
2020-05-01,265.329987,267.529999,259.750000,261.130005,260.684082,1193600
2020-05-04,259.000000,268.010010,258.299988,267.779999,267.322723,1366500
2020-05-05,270.079987,277.839996,269.540009,274.480011,274.011292,1052700
2020-05-06,276.010010,278.239990,273.890015,275.869995,275.398926,754500
2020-05-07,278.989990,284.040009,278.250000,280.799988,280.320496,954200
2020-05-08,282.000000,282.959991,277.160004,280.359985,279.881226,1209500
2020-05-11,280.470001,289.279999,279.640015,287.839996,287.348480,882200
2020-05-12,288.989990,289.769989,280.730011,281.679993,281.199005,933500
2020-05-13,281.579987,286.170013,273.549988,277.160004,276.686707,957100
2020-05-14,274.940002,280.559998,270.910004,280.269989,279.791382,912900
2020-05-15,277.239990,285.079987,276.589996,284.390015,283.904388,850000
2020-05-18,290.869995,295.369995,286.410004,290.369995,289.874146,1187500
2020-05-19,290.890015,292.980011,286.540009,286.750000,286.260345,1318200
2020-05-20,288.630005,293.630005,288.630005,290.489990,289.993958,1418100
2020-05-21,291.149994,293.470001,286.399994,290.000000,289.504791,1358300
2020-05-22,286.179993,289.640015,280.589996,287.609985,287.118866,1770100
2020-05-26,291.459991,291.940002,280.970001,282.200012,281.718109,1775700
2020-05-27,283.140015,283.140015,271.540009,281.209991,280.729797,1479400
2020-05-28,282.000000,290.239990,281.380005,283.869995,283.385254,1717800
2020-05-29,285.859985,290.869995,281.950012,290.320007,289.824249,1689800
2020-06-01,289.109985,291.720001,288.079987,289.950012,289.454895,1283800
2020-06-02,289.950012,290.000000,283.709991,287.179993,286.689606,1132900
2020-06-03,288.559998,290.720001,285.649994,290.100006,289.604614,1309700
2020-06-04,286.929993,288.459991,280.959991,282.920013,282.436890,1316500
2020-06-05,280.769989,289.000000,275.630005,288.109985,287.618011,1874000
2020-06-08,285.359985,293.290009,284.109985,293.049988,292.549561,1067200
2020-06-09,292.630005,295.250000,290.600006,291.250000,290.752655,1283000
2020-06-10,293.950012,298.000000,291.100006,295.869995,295.364777,1072000
2020-06-11,293.899994,294.980011,277.720001,277.869995,277.395508,1392600
2020-06-12,283.910004,287.040009,275.950012,280.679993,280.200714,1173500
2020-06-15,275.000000,285.140015,274.190002,283.140015,282.656525,943100
2020-06-16,289.980011,293.399994,285.420013,288.579987,288.087189,1225500
2020-06-17,291.309998,291.950012,285.970001,286.489990,286.000763,855500
2020-06-18,285.010010,287.910004,282.369995,287.230011,286.739532,1127000
2020-06-19,289.529999,291.989990,285.269989,286.320007,285.831085,2482200
2020-06-22,285.799988,294.200012,285.290009,294.119995,293.617737,1179100
2020-06-23,294.980011,296.489990,292.440002,293.829987,293.328247,1291400
2020-06-24,291.440002,296.000000,284.200012,286.130005,285.641418,951000
2020-06-25,286.250000,289.339996,281.980011,288.750000,288.256927,966600
2020-06-26,286.500000,290.000000,283.920013,286.519989,286.030731,1376800
2020-06-29,285.809998,289.779999,281.750000,287.920013,287.428345,965700
2020-06-30,289.149994,297.920013,288.000000,296.190002,295.684235,1621800
2020-07-01,297.410004,304.920013,297.019989,302.579987,302.063293,1653400
2020-07-02,304.850006,307.779999,303.109985,305.299988,304.778656,1228500
2020-07-06,308.000000,314.140015,308.000000,309.649994,309.121246,1161800
2020-07-07,309.179993,314.730011,307.190002,307.929993,307.404175,1133100
2020-07-08,310.540009,312.070007,307.769989,310.380005,309.850006,774500
2020-07-09,309.720001,311.000000,303.950012,307.910004,307.910004,1027500
2020-07-10,307.779999,308.640015,303.000000,307.549988,307.549988,762400
2020-07-13,309.000000,311.230011,296.980011,297.640015,297.640015,1383100
2020-07-14,294.570007,294.709991,280.989990,285.369995,285.369995,3106100
2020-07-15,288.029999,290.880005,284.769989,289.970001,289.970001,1526100
2020-07-16,287.929993,288.410004,281.190002,285.700012,285.700012,1128500
2020-07-17,287.929993,290.420013,284.589996,289.269989,289.269989,896300
2020-07-20,289.500000,300.410004,289.010010,298.720001,298.720001,1019900
2020-07-21,299.420013,300.709991,296.850006,297.880005,297.880005,1042300
2020-07-22,300.160004,300.160004,294.220001,296.440002,296.440002,1145100
2020-07-23,295.940002,298.880005,290.200012,291.549988,291.549988,1266100
2020-07-24,290.450012,291.109985,286.350006,288.679993,288.679993,1193300
2020-07-27,290.470001,297.429993,290.459991,296.149994,296.149994,1227800
2020-07-28,292.279999,300.670013,292.209991,296.799988,296.799988,1050300
2020-07-29,298.869995,305.220001,298.019989,302.179993,302.179993,1115500
2020-07-30,297.100006,305.049988,295.049988,303.940002,303.940002,867300
2020-07-31,304.769989,306.489990,298.869995,306.369995,306.369995,1015500
2020-08-03,309.839996,313.450012,308.970001,311.700012,311.700012,1248300
2020-08-04,310.809998,312.380005,307.239990,310.640015,310.640015,1200900
2020-08-05,311.260010,312.720001,308.640015,310.950012,310.950012,863000
2020-08-06,310.359985,312.420013,307.869995,312.230011,312.230011,716700
2020-08-07,311.390015,312.429993,306.220001,309.429993,309.429993,752000
2020-08-10,308.100006,308.750000,301.010010,304.179993,304.179993,569000
2020-08-11,303.630005,305.149994,298.470001,299.200012,299.200012,828300
2020-08-12,299.929993,305.600006,299.880005,304.750000,304.750000,813900
2020-08-13,305.250000,310.709991,305.250000,306.709991,306.709991,760800
2020-08-14,307.549988,308.739990,304.820007,305.540009,305.540009,596000
2020-08-17,307.839996,310.019989,306.829987,308.010010,308.010010,714900
2020-08-18,310.000000,311.000000,306.579987,308.899994,308.899994,755800
2020-08-19,308.670013,313.950012,305.859985,310.549988,310.549988,990900
2020-08-20,310.000000,320.649994,309.940002,320.059998,320.059998,1083500
2020-08-21,319.859985,322.600006,318.399994,322.230011,322.230011,1174500
2020-08-24,325.269989,334.149994,324.630005,333.119995,333.119995,2088000
2020-08-25,332.500000,337.369995,329.950012,336.420013,336.420013,1718400
2020-08-26,356.859985,360.000000,338.070007,342.339996,342.339996,3108600
2020-08-27,341.839996,349.510010,339.059998,345.000000,345.000000,1880500
2020-08-28,346.730011,347.380005,343.839996,346.109985,346.109985,1189400
2020-08-31,345.890015,346.239990,342.100006,345.390015,345.390015,1070800
2020-09-01,344.920013,349.329987,343.559998,347.179993,347.179993,1074500
2020-09-02,348.670013,355.670013,347.470001,354.179993,354.179993,1438000
2020-09-03,353.109985,353.109985,336.660004,339.630005,339.630005,1570100
2020-09-04,337.760010,340.529999,324.609985,333.109985,333.109985,1219500
2020-09-08,320.790009,329.359985,319.649994,320.820007,320.820007,1578500
2020-09-09,324.399994,331.309998,319.739990,328.209991,328.209991,1303200
2020-09-10,329.579987,332.660004,317.070007,320.390015,320.390015,1254100
2020-09-11,323.820007,325.350006,311.410004,315.000000,315.000000,955200
2020-09-14,320.170013,321.250000,315.769989,318.309998,318.309998,888800
2020-09-15,321.380005,324.149994,319.380005,322.470001,322.470001,1111600
2020-09-16,324.859985,326.230011,312.609985,313.380005,313.380005,1668800
2020-09-17,304.910004,308.399994,301.339996,307.230011,307.230011,1818200
2020-09-18,307.700012,312.924988,300.910004,301.130005,301.130005,857351
